date,artist,track,genre,duration_seconds,play_count,source
2025-11-01,Yo-Yo Ma,Prelude in G Major,Classical,418,12,search
2025-11-01,Daniel Caesar,Best Part,R&B,282,307,playlist
2025-11-01,Steve Lacy,Bad Habit,R&B,307,338,playlist
2025-11-02,J. Cole,Middle Child,Hip-Hop,189,1391,search
2025-11-02,Clairo,Pretty Girl,Indie,214,1968,album
2025-11-02,Led Zeppelin,Whole Lotta Love,Rock,231,333,album
2025-11-02,Drake,Gods Plan,Hip-Hop,296,1222,playlist
2025-11-02,Tyler the Creator,EARFQUAKE,Hip-Hop,165,1175,playlist
2025-11-03,Led Zeppelin,Kashmir,Rock,375,188,playlist
2025-11-03,Daft Punk,Get Lucky,Electronic,299,82,search
2025-11-03,HER,Best Part,R&B,313,409,playlist
2025-11-04,Nubya Garcia,The Message Continues,Jazz,577,26,album
2025-11-04,Kendrick Lamar,HUMBLE,Hip-Hop,234,573,liked
2025-11-04,Daniel Caesar,Get You,R&B,258,722,radio
2025-11-05,Mac DeMarco,Chamber of Reflection,Indie,269,348,playlist
2025-11-05,Phoebe Bridgers,Kyoto,Indie,281,210,liked
2025-11-06,Taylor Swift,Anti-Hero,Pop,223,1580,search
2025-11-06,Hilary Hahn,Sonata No 3,Classical,767,81,liked
2025-11-07,Foo Fighters,The Pretender,Rock,187,282,search
2025-11-07,The Rolling Stones,Sympathy for the Devil,Rock,244,483,search
2025-11-08,Foo Fighters,The Pretender,Rock,253,394,radio
2025-11-10,Max Richter,On the Nature of Daylight,Classical,606,95,album
2025-11-10,Foo Fighters,The Pretender,Rock,182,487,playlist
2025-11-10,The Weeknd,Blinding Lights,Pop,245,1216,playlist
2025-11-10,Daniel Caesar,Peaches,R&B,300,369,liked
2025-11-10,Kendrick Lamar,HUMBLE,Hip-Hop,240,481,playlist
2025-11-10,HER,Focus,R&B,248,764,search
2025-11-10,Radiohead,No Surprises,Rock,202,402,search
2025-11-10,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,245,315,radio
2025-11-11,Radiohead,Karma Police,Rock,187,314,playlist
2025-11-11,Kamasi Washington,Fists of Fury,Jazz,544,72,playlist
2025-11-11,Tame Impala,Let It Happen,Indie,291,134,playlist
2025-11-11,Daft Punk,Get Lucky,Electronic,241,259,album
2025-11-11,Dua Lipa,Levitating,Pop,193,1511,search
2025-11-11,Jamie xx,Sleep Sound,Electronic,445,342,playlist
2025-11-12,Clairo,Sofia,Indie,285,53,playlist
2025-11-12,Taylor Swift,Shake It Off,Pop,159,344,album
2025-11-12,The Weeknd,Save Your Tears,Pop,179,672,radio
2025-11-13,Mac DeMarco,Freaking Out the Neighborhood,Indie,191,148,radio
2025-11-13,Dua Lipa,New Rules,Pop,169,350,search
2025-11-13,Harry Styles,Adore You,Pop,167,1408,playlist
2025-11-13,Olivia Rodrigo,good 4 u,Pop,186,669,search
2025-11-13,Led Zeppelin,Stairway to Heaven,Rock,411,168,playlist
2025-11-14,boy pablo,Feeling Lonely,Indie,342,163,album
2025-11-14,Foo Fighters,Everlong,Rock,386,165,playlist
2025-11-14,Jorja Smith,Blue Lights,R&B,317,428,album
2025-11-15,Jamie xx,Gosh,Electronic,452,371,radio
2025-11-15,Taylor Swift,Cruel Summer,Pop,164,1869,search
2025-11-15,J. Cole,No Role Modelz,Hip-Hop,296,461,playlist
2025-11-16,Daft Punk,Get Lucky,Electronic,443,109,liked
2025-11-16,Dua Lipa,New Rules,Pop,243,1352,radio
2025-11-16,Foo Fighters,Everlong,Rock,397,144,radio
2025-11-16,Drake,Hotline Bling,Hip-Hop,292,188,album
2025-11-17,Steve Lacy,Bad Habit,R&B,220,227,search
2025-11-17,Arctic Monkeys,505,Rock,382,158,playlist
2025-11-17,Led Zeppelin,Kashmir,Rock,218,316,radio
2025-11-17,Taylor Swift,Cruel Summer,Pop,259,606,playlist
2025-11-18,Olivia Rodrigo,drivers license,Pop,188,1160,radio
2025-11-18,Arctic Monkeys,505,Rock,372,96,playlist
2025-11-19,SZA,Good Days,Hip-Hop,161,968,album
2025-11-19,Disclosure,Latch,Electronic,261,348,liked
2025-11-19,Disclosure,Magnets,Electronic,243,141,search
2025-11-19,Foo Fighters,The Pretender,Rock,378,415,search
2025-11-19,ODESZA,A Moment Apart,Electronic,288,383,playlist
2025-11-19,Tyler the Creator,EARFQUAKE,Hip-Hop,238,970,playlist
2025-11-20,Radiohead,No Surprises,Rock,234,287,album
2025-11-20,Harry Styles,Adore You,Pop,222,284,playlist
2025-11-21,Daft Punk,Get Lucky,Electronic,290,218,playlist
2025-11-21,Olivia Rodrigo,good 4 u,Pop,150,938,album
2025-11-21,Drake,Hotline Bling,Hip-Hop,288,1117,playlist
2025-11-21,Hilary Hahn,Sonata No 3,Classical,408,76,playlist
2025-11-21,Jorja Smith,Blue Lights,R&B,309,561,playlist
2025-11-21,Bonobo,No Reason,Electronic,290,339,radio
2025-11-22,Frank Ocean,Pink + White,R&B,276,101,album
2025-11-23,Drake,One Dance,Hip-Hop,196,477,album
2025-11-23,The Rolling Stones,Paint It Black,Rock,348,389,radio
2025-11-24,Arctic Monkeys,Do I Wanna Know,Rock,206,194,radio
2025-11-24,Radiohead,Karma Police,Rock,303,408,playlist
2025-11-24,Radiohead,No Surprises,Rock,383,292,radio
2025-11-24,Steve Lacy,Bad Habit,R&B,253,769,search
2025-11-25,J. Cole,No Role Modelz,Hip-Hop,278,829,search
2025-11-25,Steve Lacy,Mercury,R&B,226,718,search
2025-11-26,J. Cole,No Role Modelz,Hip-Hop,297,655,playlist
2025-11-26,Harry Styles,Watermelon Sugar,Pop,254,1150,playlist
2025-11-26,Dua Lipa,Levitating,Pop,241,522,album
2025-11-27,Jorja Smith,Blue Lights,R&B,238,640,playlist
2025-11-27,Daniel Caesar,Best Part,R&B,244,288,playlist
2025-11-27,Olivia Rodrigo,drivers license,Pop,230,738,playlist
2025-11-27,Daft Punk,Get Lucky,Electronic,471,131,radio
2025-11-28,Taylor Swift,Shake It Off,Pop,165,1991,playlist
2025-11-28,Tyler the Creator,EARFQUAKE,Hip-Hop,279,527,radio
2025-11-28,Taylor Swift,Shake It Off,Pop,164,334,playlist
2025-11-29,Dua Lipa,Levitating,Pop,256,278,search
2025-11-29,Daft Punk,Around the World,Electronic,456,283,playlist
2025-11-29,Arctic Monkeys,R U Mine,Rock,337,203,album
2025-11-29,The Weeknd,Save Your Tears,Pop,244,1899,playlist
2025-11-29,Olivia Rodrigo,vampire,Pop,190,1653,search
2025-11-30,The Rolling Stones,Paint It Black,Rock,339,182,playlist
2025-11-30,J. Cole,No Role Modelz,Hip-Hop,285,1348,liked
2025-11-30,Yuja Wang,Rondo Capriccioso,Classical,639,26,album
2025-11-30,The Weeknd,Blinding Lights,Pop,248,396,search
2025-11-30,HER,Focus,R&B,245,373,radio
2025-12-01,Nubya Garcia,Source,Jazz,284,135,search
2025-12-01,Foo Fighters,The Pretender,Rock,180,98,album
2025-12-02,ODESZA,A Moment Apart,Electronic,261,364,playlist
2025-12-02,Arctic Monkeys,Do I Wanna Know,Rock,385,259,search
2025-12-03,Kamasi Washington,Fists of Fury,Jazz,323,55,search
2025-12-03,Drake,One Dance,Hip-Hop,253,1358,playlist
2025-12-03,Foo Fighters,Learn to Fly,Rock,340,427,radio
2025-12-03,The Beatles,Penny Lane,Rock,180,38835,playlist
2025-12-04,Tyler the Creator,See You Again,Hip-Hop,245,1253,search
2025-12-04,Olivia Rodrigo,good 4 u,Pop,226,351,search
2025-12-04,Radiohead,No Surprises,Rock,378,80,radio
2025-12-04,HER,Damage,R&B,214,268,playlist
2025-12-05,Harry Styles,Adore You,Pop,211,432,search
2025-12-06,SZA,Good Days,Hip-Hop,296,504,playlist
2025-12-08,Arctic Monkeys,Do I Wanna Know,Rock,416,287,album
2025-12-08,Dua Lipa,New Rules,Pop,199,1948,search
2025-12-08,The Weeknd,Starboy,Pop,175,944,search
2025-12-09,The Rolling Stones,Gimme Shelter,Rock,239,150,playlist
2025-12-09,Olivia Rodrigo,vampire,Pop,208,1730,search
2025-12-10,Olivia Rodrigo,drivers license,Pop,229,1560,playlist
2025-12-10,Harry Styles,As It Was,Pop,221,1921,playlist
2025-12-10,The Rolling Stones,Paint It Black,Rock,264,451,search
2025-12-10,Daft Punk,Around the World,Electronic,289,377,playlist
2025-12-11,Daft Punk,Get Lucky,Electronic,444,266,album
2025-12-11,Olivia Rodrigo,vampire,Pop,179,960,search
2025-12-11,Foo Fighters,Learn to Fly,Rock,365,237,album
2025-12-12,Led Zeppelin,Whole Lotta Love,Rock,202,80,liked
2025-12-13,Drake,Gods Plan,Hip-Hop,290,1347,liked
2025-12-14,Frank Ocean,Nights,R&B,273,168,search
2025-12-14,Daniel Caesar,Get You,R&B,212,160,radio
2025-12-14,Harry Styles,Adore You,Pop,159,1476,radio
2025-12-15,Alfa Mist,Run Outs,Jazz,462,107,playlist
2025-12-15,Frank Ocean,Thinkin Bout You,R&B,301,261,search
2025-12-15,Harry Styles,Watermelon Sugar,Pop,169,310,playlist
2025-12-16,Max Richter,On the Nature of Daylight,Classical,421,93,playlist
2025-12-16,Taylor Swift,Shake It Off,Pop,246,1806,search
2025-12-17,SZA,Kill Bill,Hip-Hop,266,272,search
2025-12-17,Phoebe Bridgers,Kyoto,Indie,285,299,search
2025-12-17,Tyler the Creator,See You Again,Hip-Hop,204,586,playlist
2025-12-18,J. Cole,Middle Child,Hip-Hop,254,556,playlist
2025-12-19,Bonobo,Bambro Koyo Ganda,Electronic,306,371,search
2025-12-20,boy pablo,Everytime,Indie,217,239,search
2025-12-20,Dua Lipa,Dont Start Now,Pop,162,1175,search
2025-12-20,Radiohead,Karma Police,Rock,313,318,album
2025-12-20,Hilary Hahn,Sonata No 3,Classical,369,11,playlist
2025-12-21,Clairo,Pretty Girl,Indie,355,73,album
2025-12-21,Frank Ocean,Nights,R&B,280,568,album
2025-12-22,SZA,Kiss Me More,Hip-Hop,240,225,playlist
2025-12-22,Daft Punk,Around the World,Electronic,386,347,album
2025-12-22,HER,Focus,R&B,233,582,radio
2025-12-22,Daft Punk,Around the World,Electronic,374,358,playlist
2025-12-22,Kendrick Lamar,Money Trees,Hip-Hop,210,495,playlist
2025-12-23,Clairo,Bags,Indie,347,129,playlist
2025-12-23,Taylor Swift,Shake It Off,Pop,181,1717,playlist
2025-12-23,Taylor Swift,Shake It Off,Pop,154,1957,playlist
2025-12-23,Steve Lacy,Dark Red,R&B,183,346,radio
2025-12-24,The Weeknd,Blinding Lights,Pop,222,1640,search
2025-12-24,J. Cole,PRIDE is the Devil,Hip-Hop,185,1186,playlist
2025-12-24,Led Zeppelin,Kashmir,Rock,281,366,radio
2025-12-24,SZA,Good Days,Hip-Hop,279,1469,search
2025-12-25,Olivia Rodrigo,drivers license,Pop,154,486,playlist
2025-12-25,Bonobo,No Reason,Electronic,291,174,radio
2025-12-25,The Rolling Stones,Paint It Black,Rock,284,321,playlist
2025-12-26,boy pablo,Everytime,Indie,201,314,playlist
2025-12-26,Radiohead,No Surprises,Rock,407,190,playlist
2025-12-26,J. Cole,PRIDE is the Devil,Hip-Hop,211,1283,playlist
2025-12-26,Dua Lipa,Dont Start Now,Pop,214,922,radio
2025-12-27,Kamasi Washington,Hub-Tones,Jazz,353,95,playlist
2025-12-27,Frank Ocean,Thinkin Bout You,R&B,317,204,playlist
2025-12-27,Led Zeppelin,Kashmir,Rock,237,119,search
2025-12-27,Drake,One Dance,Hip-Hop,239,1063,playlist
2025-12-28,J. Cole,PRIDE is the Devil,Hip-Hop,207,1153,search
2025-12-28,The Beatles,Help!,Rock,139,40614,radio
2025-12-29,SZA,Kiss Me More,Hip-Hop,253,1220,search
2025-12-29,Lang Lang,Hungarian Rhapsody No 2,Classical,787,38,album
2025-12-29,Dua Lipa,Levitating,Pop,214,1266,playlist
2025-12-30,Radiohead,Karma Police,Rock,362,233,radio
2025-12-30,The Weeknd,Starboy,Pop,175,1932,radio
2025-12-30,Tyler the Creator,NEW MAGIC WAND,Hip-Hop,209,1314,album
2025-12-30,ODESZA,Say My Name,Electronic,295,238,search
2025-12-30,Drake,Gods Plan,Hip-Hop,293,1015,playlist
2025-12-31,The Weeknd,Save Your Tears,Pop,227,803,search
2025-12-31,Frank Ocean,Pink + White,R&B,279,266,radio
2025-12-31,Olivia Rodrigo,good 4 u,Pop,172,1316,search
